,id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,sentiment_score
970,11310913,2013-06-23,within a day,86%,73%,f,Crumlin,17,22,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.3477,-6.27885,Entire rental unit,Entire home/apt,6,2 baths,2.0,5.0,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""32\"" HDTV with standard cable"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Stove"", ""Paid parking on premises""]",$325.00,2,1125,1,2,1125,1125,2.0,1125.0,t,3,17,34,115,2022-09-12,119,19,0,2016-06-19,2022-08-09,4.71,4.82,4.66,4.74,4.75,4.87,4.63,f,13,13,0,0,0.38837827812021863
977,11392404,2016-02-21,within an hour,100%,50%,f,Donnycarney,5,10,"['email', 'phone']",t,t,"Donnycarney, County Dublin, Ireland",Dublin City,53.37638,-6.22337,Entire home,Entire home/apt,6,2.5 baths,3.0,2.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Patio or balcony"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets""]",$150.00,7,14,7,7,14,14,7.0,14.0,t,0,0,0,0,2022-09-12,4,0,0,2016-03-22,2019-03-18,5.0,4.5,5.0,5.0,5.0,4.33,5.0,f,3,3,0,0,0.4080150058275059
978,11412823,2016-02-22,within a few hours,100%,53%,t,North City Central/O'Connell Street,5,5,"['email', 'phone', 'work_email']",t,t,"Raheny, Dublin, Ireland",Dublin City,53.37494,-6.17423,Entire guesthouse,Entire home/apt,4,1 bath,1.0,2.0,"[""Oven"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Crib"", ""Gym"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Extra pillows and blankets""]",$88.00,21,1124,21,21,1124,1124,21.0,1124.0,t,0,0,0,59,2022-09-12,197,2,0,2016-03-18,2022-03-12,4.79,4.86,4.92,4.89,4.9,4.67,4.71,f,5,5,0,0,0.37970832021946965
979,11417283,2016-02-21,within an hour,100%,50%,f,Donnycarney,5,10,"['email', 'phone']",t,t,"Clontarf, County Dublin, Ireland",Dublin City,53.36705,-6.21631,Entire home,Entire home/apt,6,2.5 baths,4.0,4.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Cleaning before checkout"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Beachfront"", ""Cable TV"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Waterfront"", ""Stove"", ""Extra pillows and blankets""]",$200.00,15,40,15,15,40,40,15.0,40.0,t,0,0,0,0,2022-09-12,71,1,1,2016-03-18,2022-08-22,4.86,4.94,4.92,4.85,4.96,4.8,4.73,f,3,3,0,0,0.37989595966711354
981,11425524,2014-11-12,within an hour,100%,100%,t,Ballsbridge,3,7,"['email', 'phone']",t,t,"Ballsbridge, Dublin, Ireland",Dublin City,53.32277,-6.23029,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Shared patio or balcony"", ""Crib"", ""Clothing storage: closet"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""32\"" TV with premium cable, standard cable"", ""Children\u2019s books and toys"", ""Safe"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Shared fenced garden or backyard"", ""Stove"", ""Wine glasses"", ""Baby safety gates""]",$165.00,30,150,14,30,1125,1125,29.4,1125.0,t,7,7,11,186,2022-09-12,109,6,2,2016-04-17,2022-08-21,4.94,4.98,4.94,4.95,5.0,4.83,4.85,t,2,2,0,0,0.42706154299918536
1003,11562437,2016-01-12,a few days or more,33%,0%,f,Clontarf,1,1,"['email', 'phone']",t,t,"Clontarf, Dublin, Ireland",Dublin City,53.36213,-6.17892,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Free parking on premises""]",$70.00,29,1125,29,29,1125,1125,29.0,1125.0,t,0,0,8,194,2022-09-12,15,0,0,2016-03-23,2016-09-25,4.87,5.0,5.0,5.0,5.0,4.71,4.87,f,1,1,0,0,0.2968253956830865
1005,11565492,2012-10-02,within a few hours,100%,51%,f,Old City,5,8,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.34218,-6.27141,Entire rental unit,Entire home/apt,6,1 bath,2.0,1.0,"[""Oven"", ""TV"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Breakfast"", ""Shampoo""]",$195.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,2,6,6,2022-09-12,2,1,0,2017-03-19,2022-03-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,5,3,2,0,0.3111111111111111
1006,11566781,2015-01-11,within an hour,100%,81%,t,Ranelagh and Rathmines,4,17,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.33111,-6.25394,Private room in townhouse,Private room,2,2 shared baths,1.0,2.0,"[""Essentials"", ""Private entrance"", ""Fire extinguisher"", ""Hangers"", ""Lock on bedroom door"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Host greets you"", ""Hot water""]",$50.00,60,1125,60,60,1125,1125,60.0,1125.0,t,0,0,0,264,2022-09-12,14,6,1,2016-10-01,2022-08-15,5.0,4.93,4.57,5.0,5.0,5.0,4.5,f,4,1,3,0,0.4686002053502053
1022,11651390,2013-06-23,within a day,86%,73%,f,Crumlin,17,22,"['email', 'phone']",t,t,"Dublin, Ireland",Fingal,53.38315,-6.41383,Entire home,Entire home/apt,16,7.5 baths,9.0,13.0,"[""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Hot water"", ""Free parking on premises"", ""32\"" TV with standard cable"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Wifi""]",$693.00,3,1125,2,3,1125,1125,3.0,1125.0,t,2,10,20,103,2022-09-12,5,0,0,2018-09-12,2020-02-03,5.0,5.0,5.0,5.0,5.0,4.8,5.0,f,13,13,0,0,0.29512714446047783
1029,11691914,2016-03-08,within a day,67%,79%,t,Phoenix Park and Surrounds,12,13,"['email', 'phone']",t,t,"Chapelizod, Dublin, Ireland",Dublin City,53.35124,-6.34434,Private room in home,Private room,4,2 shared baths,1.0,3.0,"[""Essentials"", ""Dryer"", ""Wifi"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Free parking on premises""]",$50.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2022-09-12,39,0,0,2016-03-23,2017-01-22,4.1,4.56,4.24,4.66,4.56,4.24,4.39,t,7,1,6,0,0.36637798137367095
1040,11745622,2013-06-18,within an hour,100%,100%,t,Raheny,1,1,"['email', 'phone', 'work_email']",t,t,"Raheny, Dublin, Ireland",Dublin City,53.38338,-6.15544,Private room in home,Private room,3,1 shared bath,1.0,2.0,"[""Fire extinguisher"", ""Hangers"", ""Breakfast"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Free parking on premises"", ""Free dryer \u2013 In building"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Iron"", ""Bread maker"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Bed linens"", ""Lockbox"", ""Children\u2019s dinnerware"", ""Wifi""]",$34.00,2,14,2,2,14,14,2.0,14.0,t,2,4,7,73,2022-09-12,277,47,5,2016-07-03,2022-09-11,4.8,4.91,4.79,4.94,4.91,4.66,4.87,t,1,0,1,0,0.4402910790865015
1045,11782221,2014-08-02,within an hour,100%,100%,t,Phibsborough,5,5,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.35636,-6.26885,Entire home,Entire home/apt,5,2 baths,3.0,3.0,"[""Oven"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Backyard"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Lockbox"", ""Wifi"", ""Smoke alarm""]",$194.00,5,1125,5,5,1125,1125,5.0,1125.0,t,0,1,1,3,2022-09-12,68,20,3,2016-07-04,2022-08-21,4.93,4.94,4.93,4.98,4.97,4.86,4.83,t,3,2,1,0,0.39877753342590144
1052,11822012,2015-04-15,within an hour,99%,99%,f,Georgian Quarter,55,137,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.34812,-6.26464,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Bathtub"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises"", ""Baby bath"", ""Extra pillows and blankets""]",$218.00,14,1125,14,14,1125,1125,14.0,1125.0,t,8,38,68,158,2022-09-12,247,6,0,2016-03-26,2022-08-01,4.55,4.69,4.54,4.72,4.78,4.85,4.55,f,55,55,0,0,0.387200579259617
1057,11840083,2015-09-06,within a day,70%,52%,f,East Wall,1,2,"['email', 'phone', 'work_email']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.35405,-6.23008,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Game console"", ""Cooking basics"", ""Microwave"", ""Crib"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Fast wifi \u2013 487 Mbps"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Hot water"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Iron"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Stove""]",$279.00,1,1125,1,1,1125,1125,1.0,1125.0,t,23,52,82,170,2022-09-12,127,7,4,2016-03-21,2022-09-11,4.65,4.73,4.72,4.89,4.85,4.42,4.61,f,1,1,0,0,0.36480021762304043
1062,11862066,2016-03-16,within an hour,93%,100%,f,Ballsbridge,1,1,"['email', 'phone']",t,f,"Dublin, Ireland",Dublin City,53.33892,-6.23881,Entire serviced apartment,Entire home/apt,5,2 baths,2.0,2.0,"[""Oven"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Kitchen"", ""Crib"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""First aid kit"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Keypad"", ""Extra pillows and blankets"", ""Paid parking on premises""]",$170.00,2,185,2,2,185,185,2.0,185.0,t,5,16,30,262,2022-09-11,439,67,6,2016-04-21,2022-09-05,4.69,4.82,4.63,4.84,4.8,4.89,4.65,f,1,1,0,0,0.42251072434740833
1078,11977138,2016-01-04,within an hour,100%,100%,t,Sandymount,1,1,"['email', 'phone']",t,t,"Sandymount, Dublin, Ireland",Dublin City,53.32669,-6.21599,Entire home,Entire home/apt,5,2 baths,2.0,2.0,"[""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Private fenced garden or backyard"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm""]",$507.00,4,1125,4,14,1125,1125,5.2,1125.0,t,25,45,45,45,2022-09-12,90,22,1,2016-07-25,2022-08-21,4.89,4.91,4.89,4.78,4.82,4.79,4.65,f,1,1,0,0,0.4394209453981224
1100,12142737,2015-03-01,within an hour,100%,99%,f,Smithfield,5,7,"['email', 'phone', 'work_email']",t,t,"Dublin, Ireland",Dublin City,53.34776,-6.27893,Entire condo,Entire home/apt,6,2 baths,2.0,4.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Board games"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Clothing storage"", ""Bikes"", ""Crib"", ""Pour-over coffee"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Body soap"", ""EV charger"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""43\"" HDTV with premium cable, standard cable"", ""Smoke alarm"", ""Stove"", ""Wine glasses"", ""Paid parking off premises"", ""Extra pillows and blankets""]",$350.00,3,1125,1,3,1125,1125,2.9,1125.0,t,0,6,26,104,2022-09-11,172,62,4,2016-11-13,2022-09-09,4.68,4.81,4.72,4.75,4.85,4.82,4.56,f,5,5,0,0,0.4381869231745807
1101,12142926,2015-03-01,within an hour,100%,99%,f,Smithfield,5,7,"['email', 'phone', 'work_email']",t,t,"Dublin, Ireland",Dublin City,53.34776,-6.27893,Entire condo,Entire home/apt,6,2 baths,2.0,4.0,"[""43\"" HDTV with Netflix, premium cable, standard cable"", ""Oven"", ""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Clothing storage: dresser and closet"", ""Shower gel"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises"", ""Extra pillows and blankets""]",$350.00,3,1125,1,3,1125,1125,3.0,1125.0,t,4,9,28,102,2022-09-12,211,45,4,2016-04-10,2022-08-29,4.62,4.77,4.55,4.78,4.81,4.82,4.47,f,5,5,0,0,0.41560767147414956
1111,12245664,2016-03-04,within a few hours,80%,44%,f,Phoenix Park and Surrounds,1,1,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.34974,-6.34675,Entire home,Entire home/apt,5,1 bath,3.0,3.0,"[""Fire extinguisher"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""TV with standard cable"", ""Fireplace guards"", ""Washer"", ""Heating"", ""Dishes and silverware"", ""Dedicated workspace"", ""Free parking on premises"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Cable TV"", ""Shampoo"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Wifi"", ""Smoke alarm""]",$220.00,3,1125,3,3,1125,1125,3.0,1125.0,t,22,23,23,193,2022-09-12,75,3,1,2016-05-15,2022-08-21,4.82,4.95,4.85,4.92,4.91,4.93,4.78,f,1,1,0,0,0.3726489613638043
1115,12291396,2016-04-07,within an hour,67%,100%,f,Churchtown,1,1,"['email', 'phone']",t,f,"Churchtown, Dublin, Ireland",Dn Laoghaire-Rathdown,53.28712,-6.25149,Entire home,Entire home/apt,5,2 baths,4.0,4.0,"[""TV with standard cable"", ""Essentials"", ""Oven"", ""Dryer"", ""Wifi"", ""Indoor fireplace"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Host greets you"", ""Microwave"", ""Cable TV"", ""Free parking on premises""]",$130.00,3,40,3,3,40,40,3.0,40.0,t,0,0,0,0,2022-09-12,12,0,0,2017-07-17,2019-08-23,4.7,4.8,4.9,4.33,4.8,4.89,4.67,f,1,1,0,0,0.44030208333333337
1118,12319039,2015-09-18,within an hour,100%,99%,f,Grafton Street/St. Stephens Green,5,10,"['email', 'phone']",t,t,"Dublin, Ireland",Dublin City,53.34726,-6.26309,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Lockbox"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises""]",$200.00,6,15,6,6,1125,1125,6.0,1125.0,t,5,29,49,49,2022-09-12,210,18,0,2016-04-15,2022-07-31,4.71,4.84,4.73,4.8,4.89,4.95,4.65,t,5,5,0,0,0.37215817393294287
1129,12395615,2016-04-09,within an hour,100%,83%,t,Sandymount,3,5,['phone'],t,t,"Dublin , Dublin 4, Ireland",Dublin City,53.33407,-6.21918,Tiny home,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""Clothing storage"", ""Bikes"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Drying rack for clothing"", ""Pocket wifi"", ""Backyard"", ""Hot water"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""BBQ grill"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Paid parking off premises"", ""Portable fans"", ""Extra pillows and blankets""]",$129.00,2,1125,2,2,1125,1125,2.0,1125.0,t,4,17,42,42,2022-09-12,113,55,7,2016-04-25,2022-09-01,4.82,4.83,4.75,4.88,4.94,4.92,4.73,f,2,2,0,0,0.42209999070099363
1130,12400367,2011-04-21,within an hour,100%,98%,f,Smithfield,3,4,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.34646,-6.27898,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Clothing storage: closet and wardrobe"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Stove"", ""Wine glasses"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Paid parking on premises""]",$189.00,14,1124,1,14,1124,1124,11.6,1124.0,t,0,3,8,249,2022-09-11,422,72,7,2016-06-13,2022-09-07,4.72,4.87,4.77,4.84,4.9,4.8,4.59,f,3,3,0,0,0.4110400543954554
